Müdigkeit:
11-22 16:35:57.486   818-7625      C02564/vibrato..._vibrator_dal  vibrator_host         I     WaitForEffect, real time = 38, need Time = 50
11-22 16:36:20.579   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -11.2286
11-22 16:36:20.579   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -5.3250
11-22 16:36:20.579   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 5.4231
11-22 16:36:20.580   542-879       C02800/multimodalinput/Util     multimodalinput       E     [K:D:4717][ReadJsonFile:381] CHKPS(realpath(filePath.c_str(), realPath)) is null
11-22 16:36:20.596   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -11.1109
11-22 16:36:20.596   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -5.1191
11-22 16:36:20.596   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 5.0700
11-22 16:36:20.611   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -11.6699
11-22 16:36:20.611   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -5.7369
11-22 16:36:20.611   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 4.9033
11-22 16:36:20.613   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: -0.2712
11-22 16:36:20.613   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: -0.0232
11-22 16:36:20.614   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: 0.1747
11-22 16:36:20.628   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -11.3463
11-22 16:36:20.628   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -4.4424
11-22 16:36:20.628   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.7069
11-22 16:36:20.646   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -9.3654
11-22 16:36:20.646   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -4.1188
11-22 16:36:20.646   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 2.9616
11-22 16:36:20.656   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: -0.3396
11-22 16:36:20.656   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: -0.2162
11-22 16:36:20.656   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: -0.1063
11-22 16:36:20.660   542-879       C02800/multimodalinput/Util     multimodalinput       E     [K:U:4718][ReadJsonFile:381] CHKPS(realpath(filePath.c_str(), realPath)) is null
11-22 16:36:20.667   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -9.1790
11-22 16:36:20.667   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -4.2855
11-22 16:36:20.667   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.8148
11-22 16:36:20.684   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -8.9241
11-22 16:36:20.685   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -4.0011
11-22 16:36:20.685   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.8638
11-22 16:36:20.712   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -8.6985
11-22 16:36:20.712   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -2.2261
11-22 16:36:20.712   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.8638
11-22 16:36:20.714   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: -0.5925
11-22 16:36:20.714   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: -0.1271
11-22 16:36:20.714   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: 0.2492
11-22 16:36:20.733   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -8.1886
11-22 16:36:20.733   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -2.6674
11-22 16:36:20.733   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.5304
11-22 16:36:20.744   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -7.3746
11-22 16:36:20.745   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -2.6086
11-22 16:36:20.745   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 2.7066
11-22 16:36:20.752   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: -0.2749
11-22 16:36:20.752   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: -0.0648
11-22 16:36:20.752   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: -0.0880
11-22 16:36:20.762   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -7.2471
11-22 16:36:20.762   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -2.8145
11-22 16:36:20.762   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 2.3242
11-22 16:36:20.782   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -6.8058
11-22 16:36:20.782   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -2.6576
11-22 16:36:20.782   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 1.5593
11-22 16:36:20.802   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -5.2171
11-22 16:36:20.802   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -5.3250
11-22 16:36:20.802   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 1.9319
11-22 16:36:20.813   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: 0.1222
11-22 16:36:20.813   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: 0.0525
11-22 16:36:20.813   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: -0.2260
11-22 16:36:20.828   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -3.9325
11-22 16:36:20.828   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -5.1485
11-22 16:36:20.828   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 2.4909
11-22 16:36:20.844   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -3.4323
11-22 16:36:20.845   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -4.1286
11-22 16:36:20.845   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.4716
11-22 16:36:20.848   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: 0.0550
11-22 16:36:20.848   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: -0.1051
11-22 16:36:20.848   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: -0.0452
11-22 16:36:20.860   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -4.6778
11-22 16:36:20.860   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -4.0501
11-22 16:36:20.860   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 2.4026
11-22 16:36:20.878   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -4.4816
11-22 16:36:20.878   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -4.2071
11-22 16:36:20.878   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 1.1376
11-22 16:36:20.896   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -6.0311
11-22 16:36:20.897   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -3.9521
11-22 16:36:20.897   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.7854
11-22 16:36:20.897   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: -0.0318
11-22 16:36:20.897   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: 0.0867
11-22 16:36:20.898   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: 0.1662
11-22 16:36:20.913   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -7.4432
11-22 16:36:20.913   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -3.9619
11-22 16:36:20.913   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.3146
11-22 16:36:20.932   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -8.2180
11-22 16:36:20.932   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -1.7358
11-22 16:36:20.932   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 1.7750
11-22 16:36:20.942   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: 0.0953
11-22 16:36:20.943   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: 0.0122
11-22 16:36:20.943   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: 0.0086
11-22 16:36:20.951   818-7803      C02564/vibrato..._vibrator_dal  vibrator_host         I     WaitForEffect, real time = 48, need Time = 50
11-22 16:36:20.952   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -8.8848
11-22 16:36:20.952   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -3.0204
11-22 16:36:20.952   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.5990
11-22 16:36:20.972   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -9.7968
11-22 16:36:20.972   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -3.9815
11-22 16:36:20.972   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.4029
11-22 16:36:20.994   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -9.8851
11-22 16:36:20.994   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -4.7268
11-22 16:36:20.994   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.4225
11-22 16:36:20.995   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: 0.3910
11-22 16:36:20.995   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: 0.1576
11-22 16:36:20.995   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: -0.0855
11-22 16:36:21.011   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -8.0807
11-22 16:36:21.011   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -5.2662
11-22 16:36:21.011   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.9030
11-22 16:36:21.030   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -9.5419
11-22 16:36:21.030   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -5.3937
11-22 16:36:21.030   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 6.1193
11-22 16:36:21.047   542-879       C02800/multimodalinput/Util     multimodalinput       E     [P:D:4719][ReadJsonFile:381] CHKPS(realpath(filePath.c_str(), realPath)) is null
11-22 16:36:21.059   542-879       C02800/multimodalinput/Util     multimodalinput       E     [P:M:4720][ReadJsonFile:381] CHKPS(realpath(filePath.c_str(), realPath)) is null
11-22 16:36:21.063   542-879       C02800/multimodalinput/Util     multimodalinput       E     [P:M:4721][ReadJsonFile:381] CHKPS(realpath(filePath.c_str(), realPath)) is null
11-22 16:36:21.071   542-879       C02800/multimodalinput/Util     multimodalinput       E     [P:M:4722][ReadJsonFile:381] CHKPS(realpath(filePath.c_str(), realPath)) is null
11-22 16:36:21.079   542-879       C02800/multimodalinput/Util     multimodalinput       E     [P:M:4723][ReadJsonFile:381] CHKPS(realpath(filePath.c_str(), realPath)) is null
11-22 16:36:21.081   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: 0.6292
11-22 16:36:21.081   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: 0.2065
11-22 16:36:21.081   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: 0.0684
11-22 16:36:21.082   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -12.4839
11-22 16:36:21.082   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -4.3051
11-22 16:36:21.082   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 6.3057
11-22 16:36:21.082   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -13.2684
11-22 16:36:21.082   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -4.7170
11-22 16:36:21.082   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 4.8249
11-22 16:36:21.085   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -11.1011
11-22 16:36:21.085   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -5.0406
11-22 16:36:21.085   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 4.3640
11-22 16:36:21.087   542-879       C02800/multimodalinput/Util     multimodalinput       E     [P:M:4724][ReadJsonFile:381] CHKPS(realpath(filePath.c_str(), realPath)) is null
11-22 16:36:21.096   542-879       C02800/multimodalinput/Util     multimodalinput       E     [P:M:4725][ReadJsonFile:381] CHKPS(realpath(filePath.c_str(), realPath)) is null
11-22 16:36:21.098   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: -0.0440
11-22 16:36:21.098   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: -0.0574
11-22 16:36:21.098   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: 0.0122
11-22 16:36:21.100   542-879       C02800/multimodalinput/Util     multimodalinput       E     [K:D:4726][ReadJsonFile:381] CHKPS(realpath(filePath.c_str(), realPath)) is null
11-22 16:36:21.104   542-879       C02800/multimodalinput/Util     multimodalinput       E     [P:M:4727][ReadJsonFile:381] CHKPS(realpath(filePath.c_str(), realPath)) is null
11-22 16:36:21.112   542-879       C02800/multimodalinput/Util     multimodalinput       E     [P:M:4728][ReadJsonFile:381] CHKPS(realpath(filePath.c_str(), realPath)) is null
11-22 16:36:21.115   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -9.9734
11-22 16:36:21.116   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -5.1975
11-22 16:36:21.116   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 5.2956
11-22 16:36:21.121   542-879       C02800/multimodalinput/Util     multimodalinput       E     [P:U:4729][ReadJsonFile:381] CHKPS(realpath(filePath.c_str(), realPath)) is null
11-22 16:36:21.131   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -10.5912
11-22 16:36:21.132   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -5.2269
11-22 16:36:21.132   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 5.3446
11-22 16:36:21.132   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: -0.3030
11-22 16:36:21.132   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: -0.2346
11-22 16:36:21.132   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: 0.0855
11-22 16:36:21.142   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -10.6991
11-22 16:36:21.142   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -4.9622
11-22 16:36:21.142   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 4.3149
11-22 16:36:21.161   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -10.4147
11-22 16:36:21.161   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -3.5892
11-22 16:36:21.161   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 4.1678
11-22 16:36:21.180   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -9.5125
11-22 16:36:21.180   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -3.2950
11-22 16:36:21.181   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.5794
11-22 16:36:21.181   542-879       C02800/multimodalinput/Util     multimodalinput       E     [K:U:4730][ReadJsonFile:381] CHKPS(realpath(filePath.c_str(), realPath)) is null
11-22 16:36:21.181   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: -0.4472
11-22 16:36:21.181   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: -0.0843
11-22 16:36:21.181   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: 0.1991
11-22 16:36:21.197   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -8.6102
11-22 16:36:21.197   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -2.8832
11-22 16:36:21.197   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.1872
11-22 16:36:21.216   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -7.1392
11-22 16:36:21.216   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -2.2359
11-22 16:36:21.216   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 2.2457
11-22 16:36:21.228   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: -0.4154
11-22 16:36:21.228   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: -0.1894
11-22 16:36:21.228   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: 0.0684
11-22 16:36:21.235   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -6.8745
11-22 16:36:21.235   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -3.8834
11-22 16:36:21.236   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.0695
11-22 16:36:21.257   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -7.9434
11-22 16:36:21.257   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -2.5497
11-22 16:36:21.257   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 2.2065
11-22 16:36:21.276   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -4.4032
11-22 16:36:21.276   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -4.1384
11-22 16:36:21.276   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 2.2359
11-22 16:36:21.276   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: -0.1833
11-22 16:36:21.276   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: 0.2871
11-22 16:36:21.276   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: 0.2492
11-22 16:36:21.281   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_HR: 127
11-22 16:36:21.293   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -5.7663
11-22 16:36:21.293   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -4.6680
11-22 16:36:21.293   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 2.8537
11-22 16:36:21.312   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -6.1193
11-22 16:36:21.312   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -3.6088
11-22 16:36:21.312   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 2.5890
11-22 16:36:21.326   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: -0.3164
11-22 16:36:21.326   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: -0.2492
11-22 16:36:21.326   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: 0.0391
11-22 16:36:21.334   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -6.5116
11-22 16:36:21.334   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -3.7167
11-22 16:36:21.334   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 2.7262
11-22 16:36:21.360   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -6.6587
11-22 16:36:21.360   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -3.3735
11-22 16:36:21.360   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.5598
11-22 16:36:21.378   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -6.0997
11-22 16:36:21.378   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -3.0008
11-22 16:36:21.378   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 2.9714
11-22 16:36:21.382   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: -0.0024
11-22 16:36:21.382   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: -0.0880
11-22 16:36:21.383   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: -0.3018
11-22 16:36:21.395   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -6.7666
11-22 16:36:21.395   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -3.4323
11-22 16:36:21.395   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 2.5791
11-22 16:36:21.410   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -5.7859
11-22 16:36:21.410   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -3.6873
11-22 16:36:21.410   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 2.2849
11-22 16:36:21.418   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: -0.0794
11-22 16:36:21.418   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: -0.0269
11-22 16:36:21.418   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Z: -0.1222
11-22 16:36:21.430   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -5.9722
11-22 16:36:21.430   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -3.4519
11-22 16:36:21.430   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.5598
11-22 16:36:21.468   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -6.5606
11-22 16:36:21.468   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -3.6873
11-22 16:36:21.468   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 3.4912
11-22 16:36:21.475   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_X: -7.4138
11-22 16:36:21.475   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Y: -4.5993
11-22 16:36:21.475   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Acc_Z: 2.6380
11-22 16:36:21.477   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_X: 0.0929
11-22 16:36:21.477   3879-3879     A00000/com.exa...lse/HACKATHON  com.example.pulse     I     Real_Gyr_Y: 0.0183
